data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7153640,562,NIR1377,1377,2020-07-03,2020,1,Violence against civilians,Abduction/forced disappearance,Islamic State (Greater Sahara),,2,Civilians (Niger),Labour Group (Niger),7,27,Western Africa,Niger,Tillaberi,Abala,Abala,Maimagare,14.9523,3.3424,1,Whatsapp,New media,"On 3 July 2020, suspected ISGS militants abducted the head of Abala cattle traders in the village of Maimagare (Abala, Tillaberi).",0,1594063540,NER
7153644,562,NIR1378,1378,2020-07-03,2020,1,Violence against civilians,Attack,Islamic State (Greater Sahara),,2,Civilians (Niger),Ronfon Communal Group (Niger); Muslim Group (Niger),7,27,Western Africa,Niger,Tillaberi,Filingue,Kourfeye,Ronfon,14.5482,3.0795,1,Whatsapp,New media,"On 3 July 2020, suspected ISGS militants killed the village chief and wounded the Imam in the village of Ronfon (Filingue, Tillaberi).",1,1594063540,NER
7153113,562,NIR1375,1375,2020-07-01,2020,1,Violence against civilians,Attack,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Niger),Labour Group (Niger),7,27,Western Africa,Niger,Diffa,Diffa,Gueskerou,N'Garoua Gana,13.3903,12.7595,1,Urgence Diffa; AFP; Whatsapp; Jeunesse Diffa,New media-International,"On 1 July 2020, presumed ISWAP or Boko Haram militants killed 5 people, wounded 2 others, and pillaged shops in the village of N'Garoua Gana (Diffa, Diffa).",5,1594063538,NER
7153638,562,NIR1376,1376,2020-07-01,2020,1,Violence against civilians,Attack,Islamic State (Greater Sahara),,2,Civilians (Niger),Kolombole Communal Group (Niger),7,27,Western Africa,Niger,Tillaberi,Filingue,Filingue,Tanfadara,14.4782,3.1540,2,Whatsapp,New media,"On 1 July 2020, suspected ISGS militants entered the village of Kolombole, near Tandafara (Filingue, Tillaberi), and killed three villagers, including the village chief.",3,1594063540,NER
7153641,562,NIR1374,1374,2020-07-01,2020,1,Violence against civilians,Attack,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Niger),,7,27,Western Africa,Niger,Diffa,Diffa,Diffa,Garin Dogo,13.4136,12.7700,1,Whatsapp,New media,"On 1 July 2020, presumed ISWAP or Boko Haram militants killed 7 people in the village of Garin Dogo (Diffa, Diffa).",7,1594063540,NER
7153112,562,NIR1372,1372,2020-06-30,2020,1,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa),,2,Civilians (Niger),,7,27,Western Africa,Niger,Diffa,Diffa,Diffa,Boulangouri,13.3658,12.6351,1,Whatsapp; Jeunesse Diffa,New media,"On 30 June 2020, presumed ISWAP militants abducted 6 young men who reportedly failed to be recruited into the army in Boulangouri (Diffa, Diffa).",0,1594063538,NER
7153639,562,NIR1371,1371,2020-06-30,2020,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),,3,Civilians (Niger),Aid Workers (Niger),7,37,Western Africa,Niger,Diffa,Diffa,Diffa,Assaga,13.2940,12.6748,1,Whatsapp,New media,"On 30 June 2020, unknown gunmen pillaged equipment at an NGO construction site in Assaga (Diffa, Diffa).",0,1594063540,NER
7153643,562,NIR1373,1373,2020-06-30,2020,1,Riots,Mob violence,Rioters (Niger),Fulani Ethnic Group (Niger); Pastoralists (Niger),5,Rioters (Niger),Refugees/IDPs (Niger),5,55,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.3200,12.6100,1,Whatsapp,New media,"On 30 June 2020, members of the Fulani community and IDPs fought at an IDP site in Diffa (Diffa, Diffa). One individual was wounded. [size=no report]",0,1594063540,NER
7153646,562,NIR1370,1370,2020-06-29,2020,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),,3,Civilians (Niger),,7,37,Western Africa,Niger,Tillaberi,Banibangou,Dingazi,Garbey,14.8517,2.6752,1,Whatsapp,New media,"On 29 June 2020, two unknown gunmen aboard a motorbike seized 150 heads of livestock from the village of Garbey (Banibangou, Tillaberi).",0,1594063540,NER
7136168,562,NIR1369,1369,2020-06-26,2020,1,Violence against civilians,Attack,Islamic State (Greater Sahara),,2,Civilians (Niger),,7,27,Western Africa,Niger,Tillaberi,Tera,Tera,Petel Kole,13.9931,0.4199,2,Whatsapp,New media,"On 26 June 2020, suspected ISGS militants killed an elderly man and his son in a hamlet near Petel Kole (Tera, Tillaberi).",2,1593456871,NER
7136072,562,NIR1366,1366,2020-06-24,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Niger),,3,Unidentified Armed Group (Niger),,3,33,Western Africa,Niger,Agadez,Bilma,Bilma,Emi-Lulu,22.3752,10.8652,2,Tadress24info,New media,"On 24 June 2020, a convoy of drug traffickers struck an explosive device (mine or IED) in the area of Emi-Lulu (Bilma, Agadez), one individual was killed and another wounded. It remains unknown if the device was a remnant of previous rebellions or planted recently by a rival armed group.",1,1593456871,NER
7136169,562,NIR1368,1368,2020-06-24,2020,1,Violence against civilians,Attack,Islamic State (Greater Sahara),,2,Civilians (Niger),Fulani Ethnic Group (Niger); Pastoralists (Niger),7,27,Western Africa,Niger,Tillaberi,Tera,Tera,Petel Fiti,14.0127,0.4453,1,Whatsapp,New media,"On 24 June 2020, suspected ISGS militants reportedly killed three members of the Fulani community in Petel Fiti (Tera, Tillaberi) for refusing to pay zakat tax.",3,1593456871,NER
7136170,562,NIR1367,1367,2020-06-24,2020,1,Strategic developments,Arrests,Military Forces of Niger (2011-),,1,Civilians (Niger),,7,17,Western Africa,Niger,Diffa,Diffa,Diffa,Grema Artori,13.2949,12.6364,1,Whatsapp,New media,"On 24 June 2020, the Nigerien army arrested 30 people and seized 20 carts loaded with supplies in Bana [Grema Artori] (Diffa, Diffa) on suspicion that the supplies were intended for ISWAP militants.",0,1593456871,NER
7135702,562,NIR1365,1365,2020-06-24,2020,1,Violence against civilians,Abduction/forced disappearance,Islamic State (Greater Sahara),,2,Civilians (Niger),Aid Workers (Niger),7,27,Western Africa,Niger,Tillaberi,Say,Torodi,Bossey Bangou,13.3451,1.2919,1,Tadress24info; AFP; Jeunesse Diffa; RFI; Actu (Niger); Urgence Tillabery; Whatsapp,New media-National,"On 24 June 2020, suspected ISGS militants abducted 9 aid workers and seized two vehicles in the village of Bossey Bangou (Torodi, Tillaberi).",0,1593456869,NER
7136071,562,NIR1362,1362,2020-06-23,2020,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),,3,Civilians (Niger),Miners (Niger),7,37,Western Africa,Niger,Agadez,Bilma,Bilma,Chirfa,20.9547,12.3384,2,Tadress24info,New media,"On 23 June 2020, unknown gunmen intercepted a convoy of miners travelling from Chirfa (Bilma, Agadez), and stripped them of their belongings including gold, cash, and mobile phones.",0,1593456871,NER
7136167,562,NIR1364,1364,2020-06-23,2020,1,Violence against civilians,Attack,Islamic State (Greater Sahara),,2,Civilians (Niger),,7,27,Western Africa,Niger,Tillaberi,Tera,Tera,Petel Fiti,14.0127,0.4453,1,Whatsapp,New media,"On 23 June 2020, suspected ISGS militants killed one person and wounded three others in the village of Petel Fiti (Tera, Tillaberi).",1,1593456871,NER
7136171,562,NIR1363,1363,2020-06-23,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Niger),,7,37,Western Africa,Niger,Maradi,Guidan Roumdji,Tibiri,Kelkele,13.4300,6.7329,1,Whatsapp,New media,"On 23 June 2020, suspected Nigerian armed bandits attacked the village of Kelkele (Guidan Roumdji, Maradi), killed one person, wounded another, and abducted a third.",1,1593456871,NER
7130296,562,NIR1359,1359,2020-06-19,2020,1,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Niger),Women (Niger),7,27,Western Africa,Niger,Diffa,Diffa,Gueskerou,Mandalari,13.6058,12.9192,1,Whatsapp,New media,"On 19 June 2020, presumed Boko Haram or ISWAP militants abducted between 5 and 13 people (a majority women and children) in the village of Mandalari (Gueskerou, Diffa), and seized a vehicle belonging to a communal transport driver between Mandalari and Boukardi.",0,1592852506,NER
7135599,562,NIR1358,1358,2020-06-17,2020,1,Riots,Mob violence,Rioters (Nigeria),Fishermen (Nigeria); Refugees/IDPs (Nigeria),5,Rioters (Niger),Labour Group (Niger),5,55,Western Africa,Niger,Diffa,N'Guigmi,NGuigmi,NGuigmi,14.2495,13.1092,1,Whatsapp,New media,"On 17 June 2020, Nigerian refugees selling fish and local Nigerien butchers clashed with bladed weapons in NGuigmi (N'Guigmi, Diffa), resulting in an unspecified number of people wounded in both camps. The reason for the clash was not reported. [size=no report]",0,1593456015,NER
7130294,562,NIR1356,1356,2020-06-16,2020,1,Strategic developments,Looting/property destruction,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Niger),Fulani Ethnic Group (Niger); Pastoralists (Niger),7,27,Western Africa,Niger,Diffa,Diffa,Gueskerou,Maldjori,13.6933,12.9277,2,Whatsapp,New media,"On 16 June 2020, Boko Haram (JAS) militants reportedly seized a horse belonging to a Fulani man near Maloum-Djori [Maldjori] (Gueskerou, Diffa), and demanded a ransom for its return.",0,1592852506,NER
7129786,562,NIR1357,1357,2020-06-16,2020,1,Battles,Armed clash,Military Forces of Niger (2011-),,1,Islamic State (Greater Sahara),,2,12,Western Africa,Niger,Tillaberi,Filingue,Abala,Tamalolo,15.1786,3.6958,1,Whatsapp; Twitter,New media,"On 16 June 2020, a Nigerien army patrol with air support clashed with presumed ISGS militants in Tamalolo (Abala, Tillaberi), and reportedly killed 21 militants and destroyed motorbikes.",21,1592852504,NER
7130291,562,NIR1353,1353,2020-06-15,2020,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),,2,Civilians (Niger),,7,27,Western Africa,Niger,Tillaberi,Say,Torodi,Kiki,12.9833,1.5662,2,Whatsapp,New media,"On 15 June 2020, JNIM or ISGS militants attacked villagers near the hamlet of Singuitondi/Kiki (Torodi, Tillaberi), killing one person and wounding three others.",1,1592852506,NER
7130295,562,NIR1354,1354,2020-06-15,2020,1,Violence against civilians,Abduction/forced disappearance,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Niger),Women (Niger),7,27,Western Africa,Niger,Diffa,Diffa,Gueskerou,Maldjori,13.6933,12.9277,1,Whatsapp,New media,"On 15 June 2020, suspected Boko Haram (JAS) militants reportedly abducted a woman in Maloum-Djori [Maldjori] (Gueskerou, Diffa), she was released the following day after payment of a ransom.",0,1592852506,NER
7129785,562,NIR1355,1355,2020-06-15,2020,1,Battles,Armed clash,Military Forces of Niger (2011-),,1,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Niger,Diffa,Diffa,Toumour,Toumour,13.6669,13.1198,1,Jeunesse Diffa; Facebook,New media,"On 15 June 2020, the Nigerien army engaged presumed ISWAP or Boko Haram militants who had abducted around twenty people including men and women in Toumour (Toumour, Diffa). The soldiers reportedly liberated those abducted (two of whom were wounded), killing three militants and capturing one in the process.",3,1592852504,NER
7136090,562,NIR1361,1361,2020-06-14,2020,2,Battles,Armed clash,Unidentified Armed Group (Niger),,3,Unidentified Armed Group (Niger),,3,33,Western Africa,Niger,Agadez,Tchirozerine,Ingall,Tadock,17.6122,6.2219,2,Twitter,New media,"Around 14 June 2020 (as reported), two armed groups (reportedly involving members from Algiers Accord signatories) clashed over a drug cargo in the area of Tuduq [Tadock], Ingall Commune (Tchirozerine, Agadez). Around twenty people were killed between this clash and an earlier clash in the area of Ebangaret. Fatalities split across two events.",10,1593456871,NER
7130206,562,NIR1351,1351,2020-06-14,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Niger),,3,Civilians (Niger),,7,37,Western Africa,Niger,Agadez,Tchirozerine,ZR Tchirozerine,Agadez,16.9700,7.9900,2,Studio Kalangou,National,"On 14 June 2020, one civilian was killed and another wounded by an explosive device planted by an unknown group on the road between Agadez and Tchirozerine (Tchirozerine, Agadez).",1,1592852505,NER
7130292,562,NIR1352,1352,2020-06-14,2020,1,Strategic developments,Looting/property destruction,Islamic State (Greater Sahara),,2,Civilians (Niger),,7,27,Western Africa,Niger,Tillaberi,Filingue,Abala,Tamalolo,15.1786,3.6958,1,Whatsapp,New media,"On 14 June 2020, presumed ISGS militants entered the village of Tamalolo (Abala, Tillaberi), and emptied the cereal bank.",0,1592852506,NER
7126931,562,NIR1349,1349,2020-06-13,2020,1,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Niger),Women (Niger),7,27,Western Africa,Niger,Diffa,Diffa,Gueskerou,Kindjandi,13.7379,12.9311,1,Jeunesse Diffa,New media,"On 13 June 2020, presumed ISWAP or Boko Haram militants abducted two women in Kindjandi (Gueskerou, Diffa).",0,1592254857,NER
7127206,562,NIR1348,1348,2020-06-13,2020,1,Violence against civilians,Abduction/forced disappearance,Islamic State (Greater Sahara),,2,Civilians (Niger),Intedene Communal Group (Niger); Fulani Ethnic Group (Niger); Pastoralists (Niger),7,27,Western Africa,Niger,Tillaberi,Banibangou,Bani Bangou,Kabey Bangou,15.0919,2.7071,2,Whatsapp,New media,"On 13 June 2020, suspected ISGS militants abducted the Intedene village chief from the Fulani community near Kabey Bangou (Banibangou, Tillaberi).",0,1592254858,NER
7127207,562,NIR1347,1347,2020-06-13,2020,1,Violence against civilians,Abduction/forced disappearance,Islamic State (Greater Sahara),,2,Civilians (Niger),Fulani Ethnic Group (Niger); Pastoralists (Niger); Muslim Group (Niger),7,27,Western Africa,Niger,Tillaberi,Banibangou,Bani Bangou,Intedene,15.2279,2.7500,1,Whatsapp,New media,"On 13 June 2020, suspected ISGS militants abducted the brother of the Intedene village chief from the Fulani community and an imam in Intedene (Banibangou, Tillaberi).",0,1592254858,NER
7127210,562,NIR1346,1346,2020-06-13,2020,1,Strategic developments,Looting/property destruction,Islamic State (Greater Sahara),,2,Civilians (Niger),Health Workers (Niger),7,27,Western Africa,Niger,Tillaberi,Ouallam,Tondikiwindi,Cewane,14.4279,1.8841,1,Whatsapp,New media,"On 13 June 2020, suspected ISGS militants made an incursion into the village of Cewane (Ouallam, Tillaberi), and seized an ambulance.",0,1592254858,NER
7126679,562,NIR1345,1345,2020-06-10,2020,1,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Niger),Women (Niger),7,27,Western Africa,Niger,Diffa,Diffa,Gueskerou,Woulouwa,13.4974,12.8167,1,Twitter; Urgence Diffa; Jeunesse Diffa,New media,"On 10 June 2020, presumed ISWAP or Boko Haram militants abducted two women and two girls in Woulouwa (Gueskerou, Diffa).",0,1592254856,NER
7136089,562,NIR1360,1360,2020-06-09,2020,1,Battles,Armed clash,Unidentified Armed Group (Niger),,3,Unidentified Armed Group (Niger),,3,33,Western Africa,Niger,Tahoua,Tillia,Tillia,In Abangaret,16.2000,4.1000,2,Twitter,New media,"On 9 June 2020, two armed groups (reportedly involving members from Algiers Accord signatories) clashed over a drug cargo in the area of Ebangaret [In Abangaret] (Tillia, Tahoua). Around twenty people were killed between this clash and an earlier clash in the area of Ebangaret. Fatalities split across two events.",10,1593456871,NER
7130293,562,NIR1350,1350,2020-06-08,2020,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,3,Civilians (Niger),,7,37,Western Africa,Niger,Maradi,Maradi,Guidan Sori,Dan Dela,14.4615,7.5885,1,Whatsapp,New media,"On 8 June 2020, a suspected Nigerian armed group abducted six people in Dan Dela (Guidan Sori, Maradi). More than 500 people fled the village following the incursion.",0,1592852506,NER
